Date,Type,Price,Shares,Profit_per_share,Total_Profit
2024-06-10,Buy,1418.5,70,,
2024-11-18,Sell,1833.05,70,414.54999999999995,29018.499999999996
2024-12-02,Buy,1870.7,53,,
2025-01-15,Sell,1825.9,53,-44.799999999999955,-2374.399999999998
2025-05-12,Buy,1669.65,59,,
2025-07-17,Sell,1544.95,59,-124.70000000000005,-7357.300000000003
