Date,Type,Price,Shares,Profit_per_share,Total_Profit
2024-05-16,Buy,1257.6,79,,
2024-09-30,Sell,1547.85,79,290.25,22929.75
2024-10-17,Buy,1669.05,59,,
2024-11-22,Sell,1716.35,59,47.299999999999955,2790.699999999997
2024-12-03,Buy,1718.1,58,,
2025-01-03,Sell,1659.6,58,-58.5,-3393.0
2025-02-13,Buy,1645.8,60,,
2025-02-19,Sell,1655.85,60,10.049999999999955,602.9999999999973
2025-05-09,Buy,1466.2,68,,
