Date,Type,Price,Shares,Profit_per_share,Total_Profit
2024-04-23,Buy,285.0,350,,
2024-08-30,Sell,337.4,350,52.39999999999998,18339.999999999993
2024-09-25,Buy,363.8,274,,
2024-10-23,Sell,316.8,274,-47.0,-12878.0
2024-11-29,Buy,329.6,303,,
2024-12-26,Sell,310.35,303,-19.25,-5832.75
2025-03-24,Buy,291.9,342,,
2025-05-22,Sell,291.0,342,-0.8999999999999773,-307.7999999999922
2025-07-02,Buy,294.85,339,,
2025-07-07,Sell,296.0,339,1.1499999999999773,389.8499999999923
2025-07-11,Buy,298.6,334,,
