Date,Type,Price,Shares,Profit_per_share,Total_Profit
2024-03-11,Buy,1197.1,83,,
2024-10-25,Sell,1664.4,83,467.3000000000002,38785.900000000016
2024-12-13,Buy,1681.95,59,,
2025-01-10,Sell,1615.1,59,-66.85000000000014,-3944.150000000008
2025-01-24,Buy,1643.9,60,,
2025-03-12,Sell,1642.6,60,-1.300000000000182,-78.00000000001091
2025-04-01,Buy,1723.9,58,,
2025-05-29,Sell,1863.8,58,139.89999999999986,8114.199999999992
2025-06-17,Buy,1855.2,53,,
