Date,Type,Price,Shares,Profit_per_share,Total_Profit
2024-04-25,Buy,4323.7,23,,
2024-08-06,Sell,5217.5,23,893.8000000000002,20557.400000000005
2024-08-14,Buy,6438.45,15,,
2024-11-05,Sell,6968.95,15,530.5,7957.5
2024-12-13,Buy,6998.2,14,,
2025-01-14,Sell,6163.05,14,-835.1499999999996,-11692.099999999995
2025-03-28,Buy,5311.05,18,,
2025-04-30,Sell,5173.4,18,-137.65000000000055,-2477.70000000001
2025-05-14,Buy,5361.25,18,,
